customer_id,customer_name,total_orders,total_items,total_spent,average_order_value,first_order_date,latest_order_date
CUST001946,Tanmayi Palla,8,50,1708195.19,213524.4,2024-02-04,2026-07-18
CUST003343,Jeremiah Shetty,8,55,1707906.49,213488.31,2024-04-14,2026-06-18
CUST003197,Chaman Dube,11,56,1707771.68,155251.97,2024-02-13,2026-05-16
CUST003129,Samuel Mander,8,49,1707602.84,213450.36,2024-01-22,2026-05-11
CUST002539,Alexander Grover,9,57,1707219.23,189691.03,2024-05-28,2026-07-11
CUST001200,Bishakha Talwar,7,57,1706873.99,243839.14,2024-01-26,2026-04-06
CUST000041,Eshana Sarma,11,63,1706453.68,155132.15,2024-03-28,2026-07-01
CUST004622,Janya Kapoor,5,40,1705864.62,341172.92,2024-03-15,2026-03-21
CUST002263,Wishi Hayre,8,49,1705280.86,213160.11,2024-02-05,2026-06-04
CUST003198,Dayamai Lall,8,53,1705012.69,213126.59,2024-03-06,2025-10-19
CUST000221,Ayushman Nath,6,51,1704234.55,284039.09,2024-05-31,2025-06-18
CUST001735,Avni Taneja,6,50,1703982.34,283997.06,2025-06-24,2026-07-07
CUST004222,Bakhshi Khalsa,9,55,1702903.99,189211.55,2024-04-15,2026-03-17
CUST002503,Ikshita Wable,9,76,1702785.17,189198.35,2024-01-06,2025-12-27
CUST003054,Neel Chaudhuri,6,48,1701395.81,283565.97,2024-10-28,2026-06-24
CUST002138,Urmi Tripathi,5,38,1700352.13,340070.43,2024-03-25,2026-06-27
CUST002606,Samarth Tiwari,9,46,1698926.44,188769.6,2024-07-23,2025-10-15
CUST004056,Elijah Subramaniam,6,45,1698602.02,283100.34,2024-03-22,2026-01-06
CUST002256,Warhi Aggarwal,9,56,1698473.37,188719.26,2024-02-24,2026-07-14
CUST002408,Elijah Goda,8,47,1697916.38,212239.55,2024-06-24,2026-07-21
CUST000906,Urvashi Tiwari,7,40,1697853.49,242550.5,2024-11-22,2026-03-31
CUST001082,Abhiram D’alia,7,53,1697268.83,242466.98,2024-08-12,2026-07-21
CUST002183,Atharv Tak,7,56,1696248.65,242321.24,2025-01-19,2026-04-28
CUST001872,Upma Wali,9,51,1695338.03,188370.89,2024-03-14,2026-03-24
CUST001612,Ira Babu,6,40,1695140.49,282523.42,2024-01-13,2025-11-06
CUST000088,Kai Sahota,7,49,1694995.57,242142.22,2024-12-20,2025-08-21
CUST002847,Faqid Bhatt,8,43,1693149.44,211643.68,2024-03-08,2026-01-15
CUST003331,Jeevika Chhabra,7,41,1692732.93,241818.99,2024-09-08,2026-05-01
CUST000399,Bhavani Oak,6,44,1691402.44,281900.41,2024-02-20,2026-07-14
CUST000878,Osha Garg,7,58,1690188.84,241455.55,2024-02-21,2025-10-22
CUST000024,Frederick Gill,8,50,1689493.89,211186.74,2024-08-08,2026-07-21
CUST001875,Ubika Brar,6,45,1689089.92,281514.99,2024-01-11,2025-01-16
CUST004730,Om Narayanan,7,59,1688645.81,241235.12,2024-04-15,2026-06-20
CUST004590,Eta Parmar,8,46,1687651.86,210956.48,2024-01-30,2026-03-11
CUST004160,Samaksh Bhat,7,41,1687624.30,241089.19,2024-03-05,2026-07-11
CUST003229,Vasatika Rattan,11,60,1686770.99,153342.82,2024-01-04,2026-06-25
CUST002703,Manya Bir,8,67,1686211.96,210776.5,2024-03-05,2026-07-16
CUST002849,Joshua Warrior,7,45,1685819.57,240831.37,2024-06-07,2026-05-20
CUST004031,Meghana Vyas,11,69,1683343.94,153031.27,2024-03-22,2025-12-02
CUST003538,Dhruv Pandya,6,39,1683252.29,280542.05,2024-02-16,2026-02-26
CUST001630,Imaran Karnik,6,40,1682191.33,280365.22,2024-04-13,2026-02-09
CUST000427,Yuvraj Badal,8,50,1681665.74,210208.22,2024-02-03,2026-01-13
CUST002261,Bhavani Pingle,8,59,1681412.19,210176.52,2024-02-19,2025-12-18
CUST002663,Saumya Om,6,43,1681370.30,280228.38,2024-07-03,2026-04-21
CUST000340,Omkaar Gill,5,56,1680832.77,336166.55,2024-01-02,2026-05-03
CUST003701,Xalak Chokshi,6,38,1680565.70,280094.28,2024-06-20,2026-05-10
CUST003922,Harini Wadhwa,8,43,1676365.02,209545.63,2024-01-30,2026-04-12
CUST000327,Manan Butala,8,58,1676356.41,209544.55,2024-03-11,2025-12-27
CUST001120,Kevin Bajwa,9,55,1676289.85,186254.43,2024-10-23,2026-07-05
CUST003427,Ekanta Lata,10,51,1675992.21,167599.22,2024-01-10,2026-07-18
CUST000847,Adweta Prabhakar,6,53,1674642.85,279107.14,2024-01-26,2026-02-26
CUST001863,Tanvi Suresh,7,46,1674451.06,239207.29,2024-02-01,2025-12-22
CUST001571,Saumya Bala,8,54,1672553.17,209069.15,2024-07-26,2026-06-14
CUST004870,Finn Bava,6,48,1670414.10,278402.35,2024-07-15,2026-06-20
CUST000779,Vihaan Sane,8,64,1667817.85,208477.23,2024-04-04,2026-01-16
CUST001553,Harish Magar,7,44,1667433.19,238204.74,2024-06-16,2026-06-19
CUST001755,Aishani Dass,5,48,1667232.69,333446.54,2024-06-02,2025-11-17
CUST000356,Yug Reddy,7,41,1666257.27,238036.75,2024-01-06,2026-01-13
CUST001712,Anita Zacharia,9,62,1666240.88,185137.88,2024-02-13,2026-07-21
CUST004727,Gaurang Nath,7,42,1666090.67,238012.95,2024-06-02,2026-05-18
CUST003439,Balhaar Bhardwaj,9,45,1665898.84,185099.87,2024-03-22,2026-07-13
CUST001434,Warjas Sood,7,51,1665680.83,237954.4,2024-01-22,2026-07-06
CUST000943,Raghav Pathak,10,58,1665309.00,166530.9,2024-01-07,2026-07-11
CUST001471,Edhitha Bawa,7,54,1664653.49,237807.64,2024-02-20,2025-11-17
CUST000694,Ekavir Agate,5,45,1664466.83,332893.37,2024-01-17,2025-10-18
CUST001601,Ekavir Balay,8,50,1664464.48,208058.06,2024-04-29,2026-07-13
CUST004798,Lopa Oza,8,44,1664114.75,208014.34,2024-07-23,2026-06-25
CUST002495,Dominic Dhawan,7,38,1661038.88,237291.27,2024-04-07,2025-01-27
CUST002903,Shaurya D’alia,7,51,1660915.16,237273.59,2024-08-10,2026-05-17
CUST002711,Nilima Din,6,45,1659917.60,276652.93,2024-05-29,2026-07-21
CUST003303,Elijah Ramachandran,9,55,1659026.95,184336.33,2024-01-31,2026-05-06
CUST000018,Wriddhish Sastry,8,53,1658765.20,207345.65,2024-04-05,2026-06-11
CUST003247,Sara Srinivasan,7,51,1658407.12,236915.3,2024-04-18,2026-05-13
CUST003636,Prisha Chakrabarti,6,55,1657493.69,276248.95,2024-11-23,2026-05-07
CUST002454,Mitali Bajaj,7,49,1656807.75,236686.82,2024-02-17,2026-07-12
CUST003913,Wahab Edwin,7,55,1654311.71,236330.24,2024-04-05,2025-12-09
CUST002250,Waida Parikh,8,58,1653903.59,206737.95,2024-01-09,2026-02-25
CUST003116,Brijesh Bora,8,49,1653641.00,206705.13,2024-09-14,2026-07-06
CUST003219,Daniel Wali,6,49,1653239.88,275539.98,2024-08-30,2026-02-10
CUST004306,Onkar Bali,10,55,1653130.58,165313.06,2024-02-13,2026-06-27
CUST004361,Yamini Kunda,9,47,1653063.85,183673.76,2024-01-19,2025-06-16
CUST002583,Ansh Saran,9,55,1651998.01,183555.33,2024-02-12,2025-07-28
CUST000896,Raagini Yogi,11,59,1650547.74,150049.79,2024-02-04,2026-07-10
CUST004970,Ayush Sen,9,55,1649058.19,183228.69,2024-02-09,2026-07-15
CUST001166,Kritika Peri,5,44,1647540.00,329508.0,2024-01-26,2026-03-15
CUST002912,Reva Bali,9,53,1646965.74,182996.19,2024-02-09,2026-07-13
CUST003148,Gavin Mahajan,7,57,1646959.64,235279.95,2024-02-21,2025-11-26
CUST001348,Warhi Rao,6,39,1646622.89,274437.15,2024-04-22,2025-09-04
CUST002077,Peter Rau,9,46,1646362.35,182929.15,2024-08-28,2026-07-13
CUST003879,Falan Parmer,8,53,1645178.39,205647.3,2024-03-05,2026-06-23
CUST000897,Yachana Bose,8,46,1643144.32,205393.04,2024-03-16,2026-07-21
CUST000560,Finn Magar,7,48,1641755.49,234536.5,2024-08-07,2026-03-18
CUST002409,Maanas Saraf,5,42,1641503.81,328300.76,2024-05-06,2025-09-27
CUST000924,Hredhaan Suri,8,49,1641491.71,205186.46,2024-11-08,2026-06-16
CUST003764,Ganga Kari,9,54,1641322.41,182369.16,2024-03-01,2026-04-14
CUST001566,Darsh Singhal,6,55,1639505.70,273250.95,2024-01-22,2026-06-15
CUST001410,Owen Bakshi,8,37,1638887.89,204860.99,2024-01-04,2026-04-29
CUST000677,Radhika Sama,6,65,1638009.97,273001.66,2025-09-01,2026-06-30
CUST001172,Jyoti Keer,11,60,1637798.14,148890.74,2024-03-25,2026-04-28
CUST001627,Jason Ramachandran,7,46,1635058.34,233579.76,2024-12-15,2026-05-11
CUST001451,Tripti Kumar,5,47,1633812.60,326762.52,2024-01-10,2026-07-21
CUST004220,Ikshita Kalita,9,57,1633344.56,181482.73,2024-02-05,2026-05-01
CUST003064,Idika Cheema,6,40,1633149.92,272191.65,2024-04-07,2026-06-09
CUST002097,Abha Ghosh,5,37,1633095.58,326619.12,2024-05-04,2026-02-24
CUST000914,Omkaar Uppal,6,46,1630003.11,271667.19,2024-06-11,2025-09-27
CUST002415,Aachal Luthra,7,42,1629315.47,232759.35,2024-07-23,2026-01-15
CUST004211,Sai Chopra,6,48,1629288.61,271548.1,2024-02-26,2026-02-15
CUST002516,Turvi Bumb,6,56,1629079.03,271513.17,2024-06-18,2026-01-29
CUST002378,Balendra Vig,5,36,1628772.38,325754.48,2024-06-20,2025-08-13
CUST002633,Hema Ganesh,6,37,1627911.27,271318.55,2024-03-25,2026-01-10
CUST001720,Garima Mallick,8,48,1627047.11,203380.89,2024-07-31,2026-05-25
CUST000502,Gaurika Sachdeva,9,59,1626700.99,180744.55,2024-01-29,2026-06-26
CUST002694,Maanav Goswami,10,56,1626642.57,162664.26,2024-02-27,2026-07-07
CUST003017,Osha Gara,6,46,1625266.19,270877.7,2024-11-26,2026-01-16
CUST001870,Indira Agrawal,7,51,1624079.51,232011.36,2024-04-18,2026-04-09
CUST000812,Aarini Chada,6,45,1623630.87,270605.15,2024-07-16,2026-04-20
CUST000764,Ayaan Manda,6,49,1623388.70,270564.78,2024-04-08,2025-10-23
CUST003191,Chakradhar Naik,6,51,1622128.22,270354.7,2024-06-07,2026-05-03
CUST002327,Amara Pathak,6,56,1622108.12,270351.35,2024-08-05,2026-06-07
CUST004478,Kashish Madan,6,50,1621558.65,270259.78,2024-02-03,2026-05-31
CUST001300,Urishilla Varty,8,51,1621156.17,202644.52,2024-05-25,2026-02-01
CUST000131,Ansh Korpal,8,45,1620959.08,202619.89,2024-06-13,2026-04-16
CUST000128,Ira Tella,6,40,1619583.70,269930.62,2024-11-03,2026-07-10
CUST000375,Chandran Tiwari,8,47,1619416.18,202427.02,2024-01-19,2025-11-24
CUST002990,David Parmer,8,41,1618990.77,202373.85,2024-01-23,2026-07-21
CUST001234,Chanchal Joshi,7,48,1618933.55,231276.22,2024-08-08,2026-06-23
CUST002835,Ranveer Mallick,5,39,1618409.89,323681.98,2024-08-30,2026-06-10
CUST001552,Tarak Sodhi,8,64,1617009.64,202126.21,2024-01-29,2026-04-30
CUST004344,Kamala Shenoy,11,50,1615833.63,146893.97,2024-02-18,2026-07-21
CUST000227,Vivaan Thakkar,6,48,1614412.04,269068.67,2024-04-30,2025-11-24
CUST001977,Adya Shetty,7,46,1614072.02,230581.72,2024-01-14,2026-06-04
CUST002940,Isaiah Vig,6,51,1613778.05,268963.01,2024-09-02,2026-05-28
CUST002412,Manbir Nayar,8,57,1613721.64,201715.21,2024-03-06,2026-04-12
CUST002837,Dakshesh Bali,6,36,1613225.48,268870.91,2024-01-18,2026-02-25
CUST003359,Keya Din,6,45,1612796.27,268799.38,2024-09-27,2026-04-25
CUST003657,Anusha Chana,6,54,1612215.11,268702.52,2024-08-27,2026-05-16
CUST000378,Jagdish Subramaniam,8,43,1612082.98,201510.37,2024-11-25,2026-04-12
CUST003287,Krishna Anand,6,50,1611685.70,268614.28,2024-02-12,2026-07-14
CUST000607,Jeet Ravel,8,56,1608217.14,201027.14,2024-05-17,2026-04-05
CUST001018,Waida Cherian,6,42,1607929.59,267988.27,2024-01-12,2026-05-23
CUST002476,Bhanumati Sethi,6,42,1607227.41,267871.24,2024-07-30,2026-06-27
CUST003827,Omaja Bassi,7,37,1606549.37,229507.05,2024-05-13,2026-07-02
CUST001431,Tanish Singh,6,48,1606370.04,267728.34,2024-04-11,2025-07-23
CUST003873,Niharika Tandon,8,60,1605865.86,200733.23,2024-04-06,2026-03-24
CUST001899,Rachana Nori,8,57,1605249.04,200656.13,2024-02-08,2025-12-14
CUST001420,Utkarsh Narang,8,43,1605164.34,200645.54,2024-02-28,2025-09-24
CUST003924,Lucky Kohli,8,48,1603577.46,200447.18,2024-03-17,2025-10-21
CUST004070,Kai Bajaj,8,54,1602362.04,200295.26,2024-02-08,2026-03-03
CUST002390,Laban Raju,7,47,1601838.76,228834.11,2024-02-10,2026-04-25
CUST003820,Omkaar Sachdev,9,59,1600582.55,177842.51,2024-01-22,2026-03-27
CUST000803,Maanav Raj,7,47,1600462.87,228637.55,2024-03-02,2026-07-21
CUST002557,Ayaan Arya,7,46,1599097.09,228442.44,2024-04-16,2026-07-21
CUST002477,Umang Chaudhary,7,44,1596435.96,228062.28,2025-02-27,2026-04-22
CUST000187,Samarth Shanker,6,48,1595598.82,265933.14,2024-05-22,2026-05-31
CUST002372,Gauri Kalita,8,63,1595490.15,199436.27,2024-02-07,2026-01-07
CUST001683,Ojasvi Bhatnagar,7,53,1595029.94,227861.42,2024-02-24,2026-06-10
CUST001371,Ucchal Mani,7,49,1595013.67,227859.1,2024-03-09,2026-06-21
CUST002028,Zinal Date,5,48,1594069.41,318813.88,2024-05-10,2026-05-06
CUST000944,Ayush Dyal,6,54,1593907.51,265651.25,2024-05-22,2026-02-21
CUST000034,Mohammed Shenoy,8,45,1593010.00,199126.25,2024-05-03,2026-05-25
CUST004244,Yuvraj Kala,7,48,1592768.08,227538.3,2024-08-18,2026-04-26
CUST000701,Yutika Kohli,8,53,1590984.32,198873.04,2024-03-18,2026-05-18
CUST001519,Daksh Sibal,9,43,1589748.26,176638.7,2024-06-04,2026-01-11
CUST002463,Varsha Konda,5,40,1589458.67,317891.73,2024-01-18,2025-07-28
CUST001578,Chatresh Chatterjee,6,43,1589428.89,264904.82,2024-08-04,2026-07-21
CUST004292,Lila Chad,4,39,1588475.90,397118.98,2025-05-12,2026-07-19
CUST004359,Rayaan Sawhney,10,47,1588243.03,158824.3,2024-01-15,2026-05-18
CUST000457,Hemani Andra,7,46,1588182.82,226883.26,2024-10-04,2026-06-05
CUST002734,Saumya Gole,5,37,1587910.95,317582.19,2024-05-17,2026-05-17
CUST000045,Arya Mannan,9,58,1587500.69,176388.97,2024-01-28,2026-07-17
CUST003688,Jai Varkey,6,41,1587142.78,264523.8,2024-05-22,2026-07-18
CUST003453,Mahika Sampath,8,58,1587073.97,198384.25,2024-02-21,2026-05-23
CUST002628,Kabir Pathak,7,46,1585487.40,226498.2,2024-01-20,2026-07-04
CUST002660,Matthew Verma,6,41,1585101.39,264183.57,2024-04-21,2026-05-17
CUST000648,Amol Parekh,10,56,1584120.22,158412.02,2024-06-15,2026-05-07
CUST003147,Shivansh Rastogi,8,45,1580999.96,197625.0,2024-01-16,2026-05-03
CUST002316,Rehaan Bhatt,7,53,1580703.34,225814.76,2024-02-09,2026-02-02
CUST003928,Tanvi Jain,8,54,1580235.66,197529.46,2024-02-10,2026-02-19
CUST001335,Aachal Sha,7,45,1578960.11,225565.73,2024-02-05,2026-05-20
CUST002638,Quincy Sandhu,5,47,1577213.54,315442.71,2024-03-31,2025-09-16
CUST002924,Avi Goyal,6,45,1576142.54,262690.42,2024-08-11,2026-02-28
CUST000282,Libni Singhal,5,41,1575804.99,315161.0,2024-05-04,2026-01-21
CUST004021,Vanya Nath,9,50,1575491.56,175054.62,2024-02-08,2026-04-06
CUST001044,Yagnesh Khosla,9,55,1575416.49,175046.28,2024-04-07,2025-12-26
CUST001933,Chatresh Savant,7,52,1574384.66,224912.09,2024-04-08,2026-01-20
CUST001618,Robert Kar,5,44,1574220.90,314844.18,2024-04-26,2026-05-25
CUST001709,Kai Parikh,8,38,1574064.13,196758.02,2024-05-05,2026-05-12
CUST000917,Ikshita Dixit,8,59,1573627.52,196703.44,2024-01-10,2025-10-07
CUST004579,Omisha Mani,9,50,1573554.43,174839.38,2024-02-18,2026-04-23
CUST003110,Unni Nanda,6,40,1572164.95,262027.49,2024-04-01,2026-03-31
CUST003047,Idika Lall,10,54,1571996.12,157199.61,2024-03-22,2025-12-16
CUST003539,Fiyaz Goswami,8,47,1571961.64,196495.21,2024-01-08,2026-04-14
CUST001651,Manya Pingle,7,41,1571746.15,224535.16,2024-01-06,2026-06-24
CUST004980,Ojas Basak,8,41,1571300.55,196412.57,2024-01-21,2026-07-15
CUST003149,Azad Dua,8,61,1570527.98,196316.0,2024-09-05,2026-07-21
CUST003250,Hredhaan Sandal,8,42,1570104.47,196263.06,2024-03-29,2026-07-21
CUST003097,Krisha Das,6,46,1569286.21,261547.7,2024-08-24,2026-03-23
CUST000078,Krishna Gole,7,55,1568923.26,224131.89,2024-06-24,2026-07-03
CUST003231,Damyanti Sabharwal,7,57,1568456.00,224065.14,2024-06-29,2026-07-06
CUST001788,Lohit Chauhan,7,53,1568423.35,224060.48,2024-01-02,2026-04-02
CUST004364,Oviya Srivastava,6,43,1567071.46,261178.58,2024-06-08,2026-07-04
CUST000294,Liam Dey,9,49,1565716.73,173968.53,2024-02-10,2026-04-16
CUST003302,Anjali Ahluwalia,6,44,1565056.72,260842.79,2024-01-17,2026-05-19
CUST000993,Baljiwan Madan,6,46,1564944.84,260824.14,2024-12-24,2026-06-04
CUST004580,Nicholas Chand,8,39,1564573.49,195571.69,2024-04-17,2026-05-15
CUST002099,Mahika Thaker,11,54,1564549.72,142231.79,2024-03-26,2026-06-26
CUST004105,Peter Kaur,10,44,1564165.17,156416.52,2024-06-28,2026-06-27
CUST001835,Patrick Garde,12,64,1563990.08,130332.51,2024-04-24,2026-07-21
CUST001233,Gaurang Bhakta,7,41,1562945.88,223277.98,2024-02-25,2026-03-19
CUST003817,Chasmum Tata,6,39,1562886.56,260481.09,2024-01-04,2026-03-29
CUST000053,Udyati Padmanabhan,9,53,1561843.99,173538.22,2024-03-25,2026-01-30
CUST002180,Tara Borde,5,42,1561042.76,312208.55,2024-01-25,2026-06-09
CUST000301,Anirudh Din,8,50,1560742.58,195092.82,2024-03-11,2026-01-27
CUST001811,Neha Ghose,7,55,1559007.74,222715.39,2024-07-14,2026-06-05
CUST001149,Advay Tak,8,60,1558854.59,194856.82,2024-03-29,2026-07-07
CUST001659,Tara Patel,6,45,1558726.00,259787.67,2024-01-11,2026-07-21
CUST004270,Parth Sen,9,56,1556841.35,172982.37,2024-07-06,2026-05-23
CUST001467,Sneha Mani,4,49,1555870.16,388967.54,2024-08-28,2026-02-11
CUST000295,Amol D’alia,9,49,1555681.72,172853.52,2024-03-16,2026-06-11
CUST000929,Jason Jain,8,56,1555477.52,194434.69,2024-05-25,2026-01-24
CUST002027,Sanaya Mukherjee,6,45,1555321.75,259220.29,2024-01-01,2026-05-10
CUST000195,Kalpit Sethi,7,41,1555270.19,222181.46,2024-02-05,2026-05-17
CUST002061,Anjali Buch,9,61,1555243.12,172804.79,2024-03-20,2026-01-28
CUST000110,Chameli Majumdar,6,43,1554513.97,259085.66,2024-01-12,2026-03-02
CUST000315,Vasana Wable,7,53,1554261.94,222037.42,2024-08-16,2026-06-04
CUST004084,Warinder Brar,5,45,1554239.14,310847.83,2024-08-31,2026-01-26
CUST004488,Shivani Sankaran,5,42,1554182.12,310836.42,2024-05-31,2026-03-22
CUST000430,Varsha Chaudry,8,52,1553412.84,194176.61,2024-04-22,2026-07-04
CUST001588,Dev Dada,4,45,1549708.01,387427.0,2025-10-16,2026-07-03
CUST001073,Shravya Morar,6,39,1549657.38,258276.23,2024-07-19,2025-11-29
CUST000827,Meghana Boase,5,42,1548713.78,309742.76,2024-05-22,2025-03-20
CUST000354,Udyati Pradhan,5,43,1544587.08,308917.42,2024-01-17,2026-05-26
CUST004347,Daniel Srivastava,9,54,1544230.62,171581.18,2024-03-16,2026-07-08
CUST002055,Indira Bumb,9,47,1543484.51,171498.28,2024-01-19,2026-07-21
CUST004559,Matthew Sinha,9,46,1541861.48,171317.94,2024-07-21,2026-07-01
CUST002268,Deepa Gill,7,50,1541758.59,220251.23,2024-03-03,2026-05-02
CUST002755,Fitan Thaman,8,59,1541165.03,192645.63,2024-01-16,2026-07-17
CUST001427,Dipta Kamdar,9,47,1540966.88,171218.54,2024-06-07,2026-01-15
CUST000365,Yachana Sha,7,45,1540954.34,220136.33,2024-03-19,2026-07-06
CUST003352,Dhruv Patil,3,34,1540848.65,513616.22,2024-11-12,2025-09-29
CUST004008,Urvashi Sahota,6,43,1537508.01,256251.34,2024-02-04,2026-07-06
CUST003525,Lipika Wadhwa,11,52,1536116.64,139646.97,2024-01-21,2026-02-17
CUST001243,Nidhi Shankar,9,56,1535300.35,170588.93,2024-02-05,2026-06-08
CUST004544,Girish Gola,6,46,1534510.08,255751.68,2024-06-06,2026-04-09
CUST003099,Yachana Srinivasan,4,38,1533925.47,383481.37,2024-05-10,2026-02-08
CUST002815,Chandran Goda,8,40,1533609.53,191701.19,2024-02-16,2026-05-11
CUST000126,Bimala Lata,8,48,1532912.45,191614.06,2024-01-21,2026-04-20
CUST003746,Samesh Lalla,9,48,1532745.08,170305.01,2024-05-12,2026-05-15
CUST000691,Kalpit Mahajan,9,52,1531947.75,170216.42,2024-02-25,2026-06-26
CUST004460,Vanya Joshi,8,54,1530310.47,191288.81,2024-01-26,2026-02-22
CUST003607,Mitesh Bala,6,46,1529233.24,254872.21,2024-11-20,2026-06-10
CUST004409,Xalak Dani,8,41,1528660.75,191082.59,2024-09-05,2026-05-11
CUST002662,Faras Rege,9,39,1527862.03,169762.45,2024-04-14,2026-03-22
CUST004273,Pratyush Sethi,9,44,1527709.13,169745.46,2024-06-29,2026-03-18
CUST003498,Radha Rao,9,48,1526937.05,169659.67,2024-02-11,2026-06-19
CUST004602,Anvi Datta,6,39,1526551.78,254425.3,2024-04-26,2025-11-18
CUST004010,Reyansh Chander,7,55,1526418.46,218059.78,2024-01-18,2025-06-11
CUST002578,Idika Sandal,7,42,1526291.52,218041.65,2024-01-25,2026-04-28
CUST000415,Girik Koshy,6,44,1525698.58,254283.1,2024-02-17,2026-07-05
CUST003259,Ryan Oza,6,41,1525220.16,254203.36,2024-06-19,2026-06-06
CUST002684,Omya Menon,7,49,1524231.60,217747.37,2024-02-29,2026-01-18
CUST004321,Jagrati Bhagat,6,41,1523920.50,253986.75,2024-07-15,2026-02-10
CUST003388,Krishna Varghese,6,39,1523665.56,253944.26,2024-05-15,2026-05-16
CUST003797,Wishi Handa,6,54,1523350.15,253891.69,2024-05-11,2025-11-03
CUST003132,Oliver Ramaswamy,7,53,1521410.36,217344.34,2024-07-27,2026-07-17
CUST003592,Vincent Minhas,8,57,1520154.87,190019.36,2024-04-21,2026-05-04
CUST004119,Arunima Shroff,8,48,1519278.09,189909.76,2024-01-14,2026-01-30
CUST004540,Leela Keer,8,43,1518919.28,189864.91,2024-04-24,2026-07-21
CUST002076,Jatin Dora,5,33,1518647.72,303729.54,2024-09-19,2026-04-07
CUST004309,Anvi Apte,7,47,1518300.48,216900.07,2024-02-16,2025-11-20
CUST001770,Bina Banik,3,37,1516759.66,505586.55,2024-10-10,2026-06-21
CUST004872,Harsh Bhandari,7,44,1516518.60,216645.51,2024-03-06,2026-07-16
CUST004671,Meera Kale,8,43,1516510.11,189563.76,2024-03-13,2026-06-29
CUST003762,Hemangini Luthra,8,53,1516207.22,189525.9,2024-02-06,2026-07-21
CUST000757,Lekha Roy,8,60,1515528.22,189441.03,2024-06-03,2026-07-21
CUST002843,Onveer Patel,6,45,1515219.27,252536.55,2024-02-16,2026-06-23
CUST004683,Oliver Shenoy,6,44,1514269.52,252378.25,2024-02-01,2026-07-04
CUST002424,Chanakya Mangal,6,46,1514153.52,252358.92,2024-05-25,2026-04-18
CUST002045,Yamini Zacharia,6,55,1513471.46,252245.24,2024-03-28,2025-12-26
CUST004420,Yadavi Bhardwaj,7,49,1513164.98,216166.43,2024-01-27,2026-04-28
CUST000246,Pratyush Sani,8,60,1512616.74,189077.09,2024-11-13,2026-06-08
CUST004624,Fitan Mukhopadhyay,7,44,1511364.41,215909.2,2024-05-10,2025-11-23
CUST001564,Rajeshri Borra,7,41,1510491.31,215784.47,2024-01-28,2026-07-03
CUST000617,Aadi Mahajan,8,46,1507429.42,188428.68,2024-09-30,2026-06-12
CUST003161,Radha Mammen,7,44,1507296.13,215328.02,2024-03-10,2026-07-21
CUST001768,Wriddhish Sampath,8,36,1507255.17,188406.9,2024-03-31,2026-06-15
CUST003174,Chaitaly Doshi,6,51,1505409.51,250901.59,2024-09-11,2026-05-12
CUST004441,Nandini Bhattacharyya,8,44,1504616.47,188077.06,2024-01-08,2026-06-06
CUST000364,Kevin Samra,5,50,1503703.04,300740.61,2024-03-06,2026-05-27
CUST002549,Leena Talwar,7,40,1502510.19,214644.31,2024-05-11,2026-05-11
CUST000528,Chanchal Natarajan,9,41,1502194.30,166910.48,2024-01-17,2026-06-14
CUST002700,Darsh Golla,8,48,1501841.73,187730.22,2024-06-01,2026-07-17
CUST001943,Megha Bhavsar,7,66,1501309.00,214472.71,2024-06-14,2026-07-03
CUST003476,Faqid Varkey,6,41,1501057.46,250176.24,2024-02-27,2026-05-05
CUST003642,Ronith Ratti,5,46,1499537.73,299907.55,2024-04-07,2025-11-27
CUST002226,Leela Chowdhury,7,45,1498438.23,214062.6,2024-02-28,2026-03-23
CUST004498,Zaitra Vasa,7,50,1497812.17,213973.17,2024-08-05,2026-05-23
CUST003238,Dakshesh Bajwa,8,46,1496505.25,187063.16,2024-07-04,2026-01-18
CUST001251,Nidhi Kuruvilla,8,52,1496484.66,187060.58,2025-01-04,2026-07-21
CUST001148,Bhavini Sangha,6,34,1495931.57,249321.93,2024-01-28,2026-06-23
CUST000962,Ikbal Chaudhary,7,42,1495815.56,213687.94,2024-06-12,2026-06-18
CUST002771,Nikita Bobal,6,39,1495505.15,249250.86,2024-08-06,2026-05-31
CUST000777,Netra Prasad,7,43,1495209.64,213601.38,2024-01-30,2026-06-11
CUST001569,Aahana Srinivas,8,47,1494329.45,186791.18,2024-05-04,2026-05-31
CUST001392,Agastya Zachariah,8,54,1493573.47,186696.68,2024-06-08,2026-04-28
CUST002616,Wridesh Ghose,7,48,1492950.06,213278.58,2024-01-04,2025-12-15
CUST002346,Wyatt Rajan,7,35,1492263.61,213180.52,2024-03-12,2025-11-26
CUST000891,Waida Suri,6,38,1491825.35,248637.56,2024-01-31,2026-03-09
CUST003281,Charan Bhattacharyya,10,51,1489901.84,148990.18,2024-01-17,2026-07-21
CUST004748,Gabriel Gokhale,6,42,1488583.46,248097.24,2024-02-06,2026-02-27
CUST000641,Oviya Mallick,7,41,1488094.73,212584.96,2024-05-10,2026-01-08
CUST002540,Omaja Oommen,7,48,1487843.04,212549.01,2024-06-18,2026-07-14
CUST001747,Ekiya Gulati,8,51,1486716.14,185839.52,2024-09-26,2026-01-12
CUST000890,Yasti Naidu,9,43,1485869.98,165096.66,2024-07-19,2026-07-16
CUST004753,Vinaya Bal,9,45,1485794.81,165088.31,2024-05-26,2026-06-18
CUST003996,Maanas Narayanan,6,43,1485791.93,247631.99,2024-06-26,2026-01-23
